99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
99,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
98,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
97,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
96,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
95,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
94,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
93,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
92,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
91,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0
90,0

